text,label,clean_text
@user Ko yarahagaze nkuririmba indirimbo yigihugu nayahe makipe yaragiye gukina https://t.co/2TuA2d9z1b,neutral,ko yarahagaze nkuririmba indirimbo yigihugu nayahe makipe yaragiye gukina
"@user @user Nukoo rero yasuwe, wigurire nib aribyoo washakaga😳 Inama , sukoo zigirwa👊👊",positive,nukoo rero yasuwe wigurire nib aribyoo washakaga inama sukoo zigirwa
Uyu munsi nuzere ko urabona akazi keza kdi gahemba neza,positive,uyu munsi nuzere ko urabona akazi keza kdi gahemba neza
@user @user Wisanga buriwese agutuka then nawe ukumva ko warengereye,negative,wisanga buriwese agutuka nawe ukumva ko warengereye
"@user Kera mugihe cyacu haruwo nahaye pass yumushuti wange inda ihita yinjira nuyu munsi aracyarerera umwana home, ubwo c sinatabawe?ahaa",negative,kera mugihe cyacu haruwo nahaye pass yumushuti wange inda ihita yinjira nuyu munsi aracyarerera umwana home c sinatabaweahaa
@user Ibyo byose kubera ari muri bacye cyane bakunda PK,neutral,ibyo byose kubera ari muri bacye bakunda pk
@user @user Apu Aho natume Kuko byanze,negative,apu aho natume kuko byanze
@user Ihangane umunsi umwe tuzapfa twibagirwe agahinda iyi si idutera ❤️,negative,ihangane umunsi umwe tuzapfa twibagirwe agahinda iyi si idutera
Uyu munsi ndakwinginze mu bushobozi buke ufite ugire Umuntu uremera (ufasha).,positive,uyu munsi ndakwinginze bushobozi buke ufite ugire umuntu uremera ufasha
"Hello @user , mwampfasha kombona gukura money kuri Bank yanjye nyashyira kuri @user momo byanze, hashize 3weeks ngerageza ariko byaranze pe",negative,hello mwampfasha kombona gukura money kuri bank yanjye nyashyira kuri momo byanze hashize weeks ngerageza ariko byaranze pe
@user Bisaba impinduka mu myumvire y'abaturage muri rusange n'abayobozi en particulier,positive,bisaba impinduka myumvire yabaturage muri rusange nabayobozi en particulier
Gahunda y'icyumweru nuko yifashe 🤣 https://t.co/n2ZWosCvJ7,neutral,gahunda yicyumweru nuko yifashe
@user @user mwe mbakunda kubi 😂 uyu munsi nibwo murumuna wanyu yavutse 😭✌️,positive,mwe mbakunda kubi uyu munsi nibwo murumuna wanyu yavutse
"Nteye akajisho k’urukiko rw’ubujurire, muri comments hariyo abantu wagirango ni abahano kumihanda 😂😂😂 gusa Taifa na Karenzi ngo bazakora ejo🥺 https://t.co/KF7jTDnivb",negative,nteye akajisho kurukiko rwubujurire muri comments hariyo abantu wagirango ni abahano kumihanda gusa taifa karenzi ngo bazakora ejo
"@user @user @user @user @user @user @user @user @user @user Nyamara uwareba uko dushyiramo intera ihagije ariko tugatarama, wasanga tunahavanye Intsinzi itari imwe.",positive,nyamara uwareba dushyiramo intera ihagije ariko tugatarama wasanga tunahavanye intsinzi itari imwe
"@user iri fungura, ahaa! Twiyemeje c tugiye kubana nayo??",neutral,iri fungura ahaa twiyemeje c tugiye kubana nayo
Ni ikiyobyabwenge ahubwo. Byarananiye kureka kuyikoresha. Igiye kunsenyera urugo kubera kugura Mgbs. https://t.co/mtkhIrw4Ln,negative,ni ikiyobyabwenge ahubwo byarananiye kureka kuyikoresha igiye kunsenyera urugo kubera kugura mgbs
@user Simbonax arihamwe mugikari cyabo 🤷‍♂️ ahubwo ayo maso yae agenda areba hejuru 💀🙊🤣🤣,negative,simbonax arihamwe mugikari cyabo ahubwo ayo maso yae agenda areba hejuru
"🎵🎶ALPHA BLONDY- NTA CYABUZA URUMURI RW'IZUBA, NTA CYAHAGARIKA IZUBA KURASA. 🇷🇼 CHECK OUT """"SUNSHINE IN RWANDA"""" by legendary ALPHA BLONDY 🎶🎵 @user https://t.co/3ZuupQXnaK",neutral,alpha blondy nta cyabuza urumuri rwizuba nta cyahagarika izuba kurasa check sunshine rwanda legendary alpha blondy
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user None se iyi myandikire nta hantu nahamwe yanditse ngo umuntu yige? Kuki ubu? Ni iki cyagukanguye @user,neutral,se iyi myandikire nta hantu nahamwe yanditse ngo umuntu yige kuki ubu ni iki cyagukanguye
"Maze iminsi mbyibaza, kuki ugize imbaraga zo kugaragaza ihohoterwa yakorewe, ahindukira akaba ari we ushingwa ibikwasi? Yataka bati arasakuza🤔 https://t.co/aKGHkLpUhc",negative,maze iminsi mbyibaza kuki ugize imbaraga zo kugaragaza ihohoterwa yakorewe ahindukira akaba ari ushingwa ibikwasi yataka bati arasakuza
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Ozeya umunsi twongeye gupanga guhura uzitwaze indangamuntu. Ubanza nkwitiranya nabona ibiro byawe nkagira ngo n’imyaka ni uko!,neutral,ozeya umunsi twongeye gupanga guhura uzitwaze indangamuntu ubanza nkwitiranya nabona ibiro byawe nkagira ngo nimyaka ni
Kugira icyo ugeraho nugukora cyane rubyiruko dukore buri kimwe nibwo tuzatera imbere. https://t.co/U68H53I8cI,positive,kugira icyo ugeraho nugukora rubyiruko dukore buri kimwe nibwo tuzatera imbere
"Mubwire rata nukubera iki #inka #Imbwa #gashugi_series #galacyImanageProduction @user Kicukiro, Kigali, Rwanda https://t.co/2dNsqpxDjk",neutral,mubwire rata nukubera iki inka imbwa gashugi_series galacyimanageproduction kicukiro kigali rwanda
@user Unyure no kwa Sina please 😂,neutral,unyure kwa sina
@user Kubona abasore bashoboye gukoresha Amaboko n'umutwe bari #Kwimaringa ngo barashaka ikamba nanjye byanteye impungenge.,negative,kubona abasore bashoboye gukoresha amaboko numutwe bari kwimaringa ngo barashaka ikamba nanjye byanteye impungenge
@user @user Buriya nonese na service z'ibyiciro ziba ku Irembo? Harimo poor service mu byiciro.,negative,buriya nonese service zibyiciro ziba irembo harimo poor service byiciro
Ubu se hari uwagotwa? https://t.co/TTDWsZ2J2N,neutral,ubu se hari uwagotwa
@user Rusesabagina yashakaga kuba perezida w’ u Rwanda Kandi ngo ntago ari umunyarwanda Ndumiwe koko !,negative,rusesabagina yashakaga kuba perezida w u rwanda ngo ntago ari umunyarwanda ndumiwe koko
"@user @user @user @user @user Si benshi, ahubwo kubera ubujiji bwawe, ubarira ukuri muri audience! 😭😭😭",negative,si benshi ahubwo kubera ubujiji bwawe ubarira ukuri muri audience
"Mubusanzwe kugirango wamuryango mukuru wanjye @user ukugereho neza nuko nawe ugambana #ubugambanyi @user @user Nyarugenge, Kigali, Rwanda https://t.co/VDwQcDQ5Q5",negative,mubusanzwe kugirango wamuryango mukuru wanjye ukugereho neza nuko nawe ugambana ubugambanyi nyarugenge kigali rwanda
@user @user Uti abagore bakubitwe nka kera ni bwo urugo rwubakika?,negative,uti abagore bakubitwe nka kera ni bwo urugo rwubakika
"*Murakaza neza mu materaniro adasanzwe y’uyu munsi uramenya imirimo16 y’akamere n’imbuto9 z’Umwuka.* @user Kicukiro, Kigali, Rwanda https://t.co/4cR32YwXjo",positive,murakaza neza materaniro adasanzwe yuyu munsi uramenya imirimo yakamere nimbuto zumwuka kicukiro kigali rwanda
@user @user Nuko peee Fan club ikomeje gutera imbere cyane... Inama yabafana @user,positive,nuko peee fan club ikomeje gutera imbere inama yabafana
"@user Nizereko umutima mwiza wabanyarwanda, turabaremera! Cg basige inkweto zabo nk'ingwate😂",negative,nizereko umutima mwiza wabanyarwanda turabaremera cg basige inkweto zabo nkingwate
😂akinyuma si umuco peuh.. @user niba ushaka gukurura experts kora video zitari muri aya magambo kurubyiruko..,negative,akinyuma si umuco peuh niba ushaka gukurura experts kora video zitari muri aya magambo kurubyiruko
@user @user @user Ariko uvuga ko Guinea ko atari ikipe gute yaratsinze Misiri? Gutindwa nibugutsindwa ni uku Twareshyaga!,neutral,ariko uvuga ko guinea ko atari ikipe gute yaratsinze misiri gutindwa nibugutsindwa ni uku twareshyaga
Hari umuntu umbwiye ngo mugurire amagi 30 atosheje ayarye yicaye hamwe. None ndatinye ngo atamwica bakabimbaza.....🏃‍♂️🏃‍♂️,negative,hari umuntu umbwiye ngo mugurire amagi atosheje ayarye yicaye hamwe ndatinye ngo atamwica bakabimbaza
Iyi @user kombona gutsinda bigoye nutu dupase twayo twinshi imbere yizamu ra? #Kiygas @user,negative,iyi kombona gutsinda bigoye nutu dupase twayo twinshi imbere yizamu ra kiygas
@user Ntako namwe ntimugakabye 😂😂😂uziko iyi mihanda ikomeje kunca intege kugukomeza umushinga wanjye uri muri stu kubera ubwoba bwa critiques🤣🤣🤣,negative,ntako namwe ntimugakabye uziko iyi mihanda ikomeje kunca intege kugukomeza umushinga wanjye uri muri stu kubera ubwoba bwa critiques
@user @user Yooo! Sorry disi 😭😭 ariko nawe @user wayibona aho uri hose.,neutral,yooo sorry disi ariko nawe wayibona aho uri hose
Gyslain muri iyi minsi 🐐🔥 https://t.co/5qzHmDnaE7,neutral,gyslain muri iyi minsi
@user @user @user @user @user @user @user @user @user @user @user Murakoze rwose twabikosoye kandi tubashimira ko muba muri hamwe natwe igihe cyose,positive,murakoze twabikosoye tubashimira ko muba muri hamwe natwe igihe cyose
@user Kdi buriya nawe buriya muziko atazatera imbere uziko ntamwuga udakiza weee nawe araje abakorane ibiceri muraho mwasamye,negative,kdi buriya nawe buriya muziko atazatera imbere uziko ntamwuga udakiza weee nawe araje abakorane ibiceri muraho mwasamye
@user Aho nta foto idasanzwe washyize kuri Twitter? Hari igihe baguhana for some times kubera kurenga ku mabwiriza runaka.,neutral,aho nta foto idasanzwe washyize kuri twitter hari igihe baguhana times kubera kurenga mabwiriza runaka
@user Afite akazi katoroshye Byibuze Abe Ari imburamukoro nibwo byiza kurushaho😂😂😂😂 KUKO nta munyakazi uba kuri Uru rubuga,negative,afite akazi katoroshye byibuze abe ari imburamukoro nibwo byiza kurushaho kuko nta munyakazi uba kuri uru rubuga
@user @user Aaahaaa nones ko na migabane ufitem wabinywerey mwan I Gihara @user,negative,aaahaaa nones ko migabane ufitem wabinywerey mwan gihara
"@user Iraryoha mwana nuko wend utakiyiha umwanya nka mbere. Nkubu njye nyikund kurusha tsap, Impa kuruhura mumutwe pee❣❣❣",positive,iraryoha mwana nuko wend utakiyiha umwanya nka mbere nkubu njye nyikund kurusha tsap impa kuruhura mumutwe pee
@user Nukuri cyane Tom dukunda cyane Kandi mama wawe nawe yahabaye intwari niwowe shema rye .,positive,nukuri tom dukunda mama wawe nawe yahabaye intwari niwowe shema rye
@user @user @user Bagirishya nambwira ko umurozi yashyinguwe ndatangira kwitegura!,negative,bagirishya nambwira ko umurozi yashyinguwe ndatangira kwitegura
Mfite ubwoba ko murugo nihafatwa ninkongi yumuriro Nka vugango murugo harahiye 🔥 Abantu bazansubiza ngo Hadashya se 😭😤😭🔥🔥🔥🔥,negative,mfite ubwoba ko murugo nihafatwa ninkongi yumuriro nka vugango murugo harahiye abantu bazansubiza ngo hadashya se
Ese muri ababantu batatu ninde ukunze kuvugisha ukuri? 1-Pastor 2-Umusinzi 3-umwana muto,neutral,ese muri ababantu batatu ninde ukunze kuvugisha ukuri pastor umusinzi umwana muto
"Ntabwo ari ukumwibonamo, ahubwo ni bamwe! https://t.co/d2VlyN0G3r",neutral,ntabwo ari ukumwibonamo ahubwo ni bamwe
@user @user @user @user @user @user @user @user @user @user @user Nukuri ubufatanye bw'abanyarwanda bwahozeho kuva kera n'akare kandi Imana izabibahembera!mwakoze!👏👏🕯️🕯️,positive,nukuri ubufatanye bwabanyarwanda bwahozeho kuva kera nakare imana izabibahemberamwakoze
Ubu service za @user zongeye gukora nyuma y'iminsi 3 zari zimaze zidakora neza mwakoze kudusubirizaho service zose @user,positive,ubu service za zongeye gukora nyuma yiminsi zari zimaze zidakora neza mwakoze kudusubirizaho service zose
"Nimwigerereyo mwirebere ibibwa ukuntu binkoreye umunsi, @user na @user Murakoze cyane IMANA ibongerere ububwa🙏🏿🙏🏿😂😂😂 https://t.co/NuYT0TvGcG",negative,nimwigerereyo mwirebere ibibwa ukuntu binkoreye umunsi murakoze imana ibongerere ububwa
"#BnBSports Abanya-Nigeria kwakira gutsindwa byanze, biroha mu kibuga, bamenagura ibirahure n'intebe za Stade #SimplySports https://t.co/VdrUgbzvL7",negative,bnbsports abanyanigeria kwakira gutsindwa byanze biroha kibuga bamenagura ibirahure nintebe za stade simplysports
"Burya ngo abajijutse ntibaca umubano kubera amakosa bakoreranye, ahubw barwanya amakosa kubw'umubano bazirikana. ✒Quote this✏🖊",positive,burya ngo abajijutse ntibaca umubano kubera amakosa bakoreranye ahubw barwanya amakosa kubwumubano bazirikana quote
@user @user Nonese ko nawe ariho Arira urumva yavuga nabi uwo bahuje umwuga,negative,nonese ko nawe ariho arira urumva yavuga nabi uwo bahuje umwuga
"+250784061795 ngiyo numerous yange Nshuti z Imana nashakaga kubibutsa ko Mom yange igikora .., murakoze mugire igicamunsi cyiza 😭😂😂🥱",neutral,ngiyo numerous yange nshuti z imana nashakaga kubibutsa ko mom yange igikora murakoze mugire igicamunsi cyiza
Uyu munsi kandi ubugenzuzi bwakozwe muri Hotels na Restaurants twari kumwe n’itsinda ry’abaganga @user barimo gupima COVID-19. @user @user @user @user @user @user @user @user https://t.co/pLK7lDFeo1,neutral,uyu munsi ubugenzuzi bwakozwe muri hotels restaurants twari kumwe nitsinda ryabaganga barimo gupima covid
@user @user Njye ndumva sankara bamucira urubanza vuba na ho rusesa aka guma gushaka ka mukorogo ngo Abe umuzungu,negative,njye ndumva sankara bamucira urubanza vuba ho rusesa aka guma gushaka ka mukorogo ngo abe umuzungu
"Niba bafite ubwoba nibivugire, ubwo nibo bazi n'ikibubatera, ariko ubwo bwoba bibudutwerera twese. https://t.co/9dpHNCKkVx",negative,niba bafite ubwoba nibivugire nibo bazi nikibubatera ariko bwoba bibudutwerera twese
@user Narumiwe ubwo umaze kurya milliards zingahe,negative,narumiwe umaze kurya milliards zingahe
@user Ibyaha biregwa nshuti *kwifuza ibyabandi *kugaya nyagasani uko yamuremye *lack of self-confidence *Low level of mindset,negative,ibyaha biregwa nshuti kwifuza ibyabandi kugaya nyagasani yamuremye lack selfconfidence low level mindset
@user naba mbura 2Millions kuko mfite ideni rya 1.1 million,neutral,naba mbura millions kuko mfite ideni rya million
Utabeshye murusengero bateretse imbere uduseke kamwe arako gushyiramo amaturo yo gushimira pasitoro akandi perezida akandi Google...nakahe kakuzura mbere?,negative,utabeshye murusengero bateretse imbere uduseke kamwe arako gushyiramo amaturo gushimira pasitoro akandi perezida akandi googlenakahe kakuzura mbere
@user @user @user @user Oya se kumuntwara bikuremo nubwo muri hamwe😡😡,negative,oya se kumuntwara bikuremo nubwo muri hamwe
"Nyuma ya video isobanura agaciro k'ingagi mwakunze mwese,https://t.co/GWNzt4OsuL , ubu noneho iyi ije isobanura agaciro INKA ihabwa. Turazenguruka isi. ihabwa https://t.co/dAcsxLgLl9",positive,nyuma video isobanura agaciro kingagi mwakunze mwese ubu noneho iyi ije isobanura agaciro inka ihabwa turazenguruka isi ihabwa
"Uyu munsi taliki ya 22/10/2021, @user k'ubufatanye na @user bakoze ubugenzuzi ku ishyirwamubikorwa ry'imihigo y'ubudasa mu kurwanya #Covid_19 muri @user. #ntakudohoka @user @user @user @user https://t.co/ec315o5rWs",neutral,uyu munsi taliki kubufatanye bakoze ubugenzuzi ishyirwamubikorwa ryimihigo yubudasa kurwanya covid_ muri ntakudohoka
Inama yaba Minisitiri ikwiye kongera igaterana kuko sinumva ukuntu aka kanya ngeze muri group 13 zubukwe,neutral,inama yaba minisitiri ikwiye kongera igaterana kuko sinumva ukuntu aka kanya ngeze muri group zubukwe
"Imibanire y'umukazana na nyirabukwe"""" Umva ikiganiro cy'Umuryango kuri Radio Rwanda #Umuryango",neutral,imibanire yumukazana nyirabukwe umva ikiganiro cyumuryango kuri radio rwanda umuryango
@user @user @user @user @user @user @user @user @user @user @user @user Ayo makuru urayizeye se?,neutral,ayo makuru urayizeye se
@user @user Ndumiwe koko! Byaba ari bimwe bita gukosoza icyaha ikindi. Ariko ikigaragara nuko ibi birenze kuba ubuhotozi.,negative,ndumiwe koko byaba ari bimwe bita gukosoza icyaha ikindi ariko ikigaragara nuko ibi birenze kuba ubuhotozi
UYU MUNSI🚨 Ntumucikwe igitaramo cyo gusoma no kwandika 2021 cyateguwe na @user kubufatanye n’Abafatanyabikorwa @user @user @user @user 21:30 🕤 Isango star TV 📺 https://t.co/ntdF9cF31p,neutral,uyu munsi ntumucikwe igitaramo cyo gusoma kwandika cyateguwe kubufatanye nabafatanyabikorwa isango star tv
@user @user @user Iki kibazo turi gushaka uko gikemuka vuba,neutral,iki kibazo turi gushaka gikemuka vuba
@user Njyew nabishize mu maboko y'Imana nsigaye niryamira nkabyuka nkareba uko byarangiye 😢,positive,njyew nabishize maboko yimana nsigaye niryamira nkabyuka nkareba byarangiye
"Aba ba Feminist ntabwo bumva ibyo barimo, basubire kwiga neza kandi bahuze ibyo bavuga na Society",negative,aba ba feminist ntabwo bumva ibyo barimo basubire kwiga neza bahuze ibyo bavuga society
@user @user Urakanga ndehano nkawe ubwo kweli😤 Banza wumve icyo bisobanuye hama uvana ubupozompo hano,negative,urakanga ndehano nkawe kweli banza wumve icyo bisobanuye hama uvana ubupozompo hano
@user Nyihera follow back unansobanurire ubusobanuro bwa troll bukwapplyingaho naho kwishima byo ntabyo tuzashira agahinda nitugera kwa Nyagasani umugani w'abacatholique https://t.co/BD4PfBlIsx,positive,nyihera follow unansobanurire ubusobanuro bwa troll bukwapplyingaho naho kwishima byo ntabyo tuzashira agahinda nitugera kwa nyagasani umugani wabacatholique
Cyakora #RwOT sinjya mbamenyera wa mugani!!🤔🤔🤔🤔,positive,cyakora rwot sinjya mbamenyera wa mugani
@user @user @user Reba ikabutura @user yambaye mwana!!! Ni umufana wa #Berkane kuva zamaniii 😂😂😂😂😂,neutral,reba ikabutura yambaye mwana ni umufana wa berkane kuva zamaniii
"Mwaramutse neza, ikaze mu kiganiro #GospelMagazine gitambuka kuri @user buri cyumweru 07h30-08h30. Ingingo y'uyu munsi: 🚨Umuntu Ukenewe: #Umunyakuri Turakira ibitekerezo byanyu 0786 455 341",neutral,mwaramutse neza ikaze kiganiro gospelmagazine gitambuka kuri buri cyumweru hh ingingo yuyu munsi umuntu ukenewe umunyakuri turakira ibitekerezo byanyu
"Uko niko kuri. Urakoze Afande, ni ngombwa kubwira cyane cyane urubyiruko ko tukiri ku rugamba. https://t.co/6FhANSYj1O",positive,niko kuri urakoze afande ni ngombwa kubwira urubyiruko ko tukiri rugamba
@user @user Ndaramuka ntabibonye iyo sura ndayiharura mn 🙄,negative,ndaramuka ntabibonye iyo sura ndayiharura mn
@user @user @user abantu bafana indaya butwi namavubi baba bafana ? harabantu bamadebe kweli ese ubundi bagira umuyobozi widebe bo ntibabe amadebe,negative,abantu bafana indaya butwi namavubi baba bafana harabantu bamadebe kweli ese ubundi bagira umuyobozi widebe bo ntibabe amadebe
Bari kumpa nudes muri DM yajye🤣🤣🤣 @user,negative,bari kumpa nudes muri dm yajye
"Igihe icyo aricyo cyose, umwaka uwo ariwo wose uzambarira inkweto ya Adidas Superstar (A.K.A Cortez) uzagende utikandagira! #menya #RwOT #Rwandan #Rwanda https://t.co/tqe9jvcLcF",neutral,igihe icyo aricyo cyose umwaka uwo ariwo wose uzambarira inkweto adidas superstar aka cortez uzagende utikandagira menya rwot rwandan rwanda
@user Uwo mubyeyi ni arame.,positive,uwo mubyeyi ni arame
Dore ibintu 5 ugomb kwirinda ko byagenzura ubuzima bwawe nubikora nta kabuza uzahinduka umuhanga https://t.co/foBsNv3J9g,positive,dore ibintu ugomb kwirinda ko byagenzura ubuzima bwawe nubikora nta kabuza uzahinduka umuhanga
Ikiganiro cy'Umuryango Imbogamizi zigihari mu gushyira mu bikorwa ihame ry'uburinganire n'ubwuzuzanye mu muryango. Kurikira ikiganiro kuri Radio Rwanda.,neutral,ikiganiro cyumuryango imbogamizi zigihari gushyira bikorwa ihame ryuburinganire nubwuzuzanye muryango kurikira ikiganiro kuri radio rwanda
@user Erega Uzarebe ngo icyo Umutima ukunda amata aguranwa itabi tubaterera amavi ark ahanini tuba twishakira batotizuba,negative,erega uzarebe ngo icyo umutima ukunda amata aguranwa itabi tubaterera amavi ark ahanini tuba twishakira batotizuba
"Bati gahunda ni """"gukemura ikibazo cy'ubushomeri mu rubyiruko"""" Ese Ubushomeri buri mu rubyiruko gusa cg hari n'abakuze babuze imirimo? @user @user @user @user @user",negative,bati gahunda ni gukemura ikibazo cyubushomeri rubyiruko ese ubushomeri buri rubyiruko gusa cg hari nabakuze babuze imirimo
@user @user @user baravuga kwishyura ntibavuga ayo gutunga kuri konti,neutral,baravuga kwishyura ntibavuga ayo gutunga kuri konti
Aho twavuye nikure cyane rwose too https://t.co/y7L1XYpr97,positive,aho twavuye nikure
#Kumbe: Hari uburyo butandukanye abagabo/abasore bashobora gukoresha bakirinda gutera inda bitunguranye. Wowe uzi/ukoresha ubuhe? Turabiganiraho mu kanya (18h00-20h00) @user #Kubonezurubyaro #cyclebeads #duhindurimyumvire #hindurimyumvire https://t.co/Avy9DsKtud,neutral,kumbe hari uburyo butandukanye abagaboabasore bashobora gukoresha bakirinda gutera inda bitunguranye wowe uziukoresha ubuhe turabiganiraho kanya hh kubonezurubyaro cyclebeads duhindurimyumvire hindurimyumvire
@user Mwaramutse neza Mudufashe ko turimo gukatwa amafaranga igihe nkuye amafaranga kuri Momo nyashyira kuri konte bimeze bite ko bidasobanutse?,negative,mwaramutse neza mudufashe ko turimo gukatwa amafaranga igihe nkuye amafaranga kuri momo nyashyira kuri konte bimeze bite ko bidasobanutse
"Niba abahakana amateka yabaye mugihugu cyacu badaterwa ubwoba nibyo bakoze Kuki Ngewe , wowe twaterwa ubwoba no guhangana nabo. President #Kagame #Kwibuka27",positive,niba abahakana amateka yabaye mugihugu cyacu badaterwa ubwoba nibyo bakoze kuki ngewe wowe twaterwa ubwoba guhangana nabo president kagame kwibuka
"@user Banza wige kwandika wa kabwa we, mbere y'uko wadukira abo utabasha no gufungura udushumi tw'inkweto zabo.",negative,banza wige kwandika wa kabwa mbere yuko wadukira abo utabasha gufungura udushumi twinkweto zabo
"@user: Intego nyamukuru y’uyu munsi ni uguhuriza hamwe mwe mukomoka i Rubavu kuko nk’Abanyarwanda, ubumwe bwacu ni zo mbaraga zacu. https://t.co/ga6UCBxW3H",positive,intego nyamukuru yuyu munsi ni uguhuriza hamwe mwe mukomoka rubavu kuko nkabanyarwanda ubumwe bwacu ni zo mbaraga zacu
Bavandimwe ni mukomere kujambo ry' Imana kuko ubwami BW'ijuru buregereje kandi dusabire ninzirakarengane zaukraine,positive,bavandimwe ni mukomere kujambo ry imana kuko ubwami bwijuru buregereje dusabire ninzirakarengane zaukraine
"Nyuma yaho Darwin Nunez asinyiye ikipe ya Liverpool, dore ubusatirizi bwayo uko buzaba bumeze 🔥🔥🔥 👇👇👇 https://t.co/3eJnDVu3hn",neutral,nyuma yaho darwin nunez asinyiye ikipe liverpool dore ubusatirizi bwayo buzaba bumeze
@user @user Nk'uyu aba Ari mu biki??,negative,nkuyu aba ari biki
@user se nkugize iki Ngabo? 😅,neutral,se nkugize iki ngabo
"Genda Rwanda Uri nziza, Humeka amahoro, Ibyiza bigutatse Rwanda, nibyinshi Cyane sinabivuga ngo mbirangize. https://t.co/qtuTnNl1oB",positive,genda rwanda uri nziza humeka amahoro ibyiza bigutatse rwanda nibyinshi sinabivuga ngo mbirangize
@user Ubuzima bwabakinnyi ntibujya buhinduka cyane Kandi bwamenywa cyanecyane na muhanga wabo,neutral,ubuzima bwabakinnyi ntibujya buhinduka bwamenywa cyanecyane muhanga wabo
@user Kandi ahubwo Semelodi amerewe nabi ngo yavuze ko diaspora itabirimo neza?,negative,ahubwo semelodi amerewe nabi ngo yavuze ko diaspora itabirimo neza
@user @user Ikindi isaha imwe ni goldish indi ni silver,neutral,ikindi isaha imwe ni goldish indi ni silver
"@user @user @user Yageze kuri """"noreturning point"""" banzabaramugiriyeyo",negative,yageze kuri noreturning point banzabaramugiriyeyo
@user @user @user @user @user Mu zindi ntara naho turahazirikana kandi gahunda yo gukingira mu buryo bwaguye ntizatinda kuhatangira.,neutral,zindi ntara naho turahazirikana gahunda gukingira buryo bwaguye ntizatinda kuhatangira
Rest in Paradise Minister nzagukumbura twagiye gake mubuzima ariko wari ntwarane gusa utabarutse nki ntwari pe warakoze https://t.co/yQuehvpGdj,positive,rest paradise minister nzagukumbura twagiye gake mubuzima ariko wari ntwarane gusa utabarutse nki ntwari pe warakoze
"@user Murakoze cyane, turanyura muri iyinzira mutweretse",positive,murakoze turanyura muri iyinzira mutweretse
Umwana uzi ubwenge bamusiîga nawe yinogereza,positive,umwana uzi ubwenge bamusiîga nawe yinogereza
"@user @user @user @user @user Ubudasa mu kurwanya COVID 19, dufatanyije tuzatsinda",positive,ubudasa kurwanya covid dufatanyije tuzatsinda
Mu makote meza cyane Rayon Sports yerekeje kuri sitade Amahoro i Remera #RayonSportDay https://t.co/BZDNWe9uSx,positive,makote meza rayon sports yerekeje kuri sitade amahoro remera rayonsportday
"Gen Kabarebe: """"Uburyo Perezida Kagame yasanze urugamba rwananiranye, byasabaga umuyobozi udasanzwe, ufite icyerekezo no guhanahana amakuru nk'ibye."""" #UmuturageKuIsonga",positive,gen kabarebe uburyo perezida kagame yasanze urugamba rwananiranye byasabaga umuyobozi udasanzwe ufite icyerekezo guhanahana amakuru nkibye umuturagekuisonga
@user na @user mudufashe gufungura umuhanda I #Kagamba tuhamaze igihe imodoka zafunze umuhanda. https://t.co/aZVrUzUfBm,neutral,mudufashe gufungura umuhanda kagamba tuhamaze igihe imodoka zafunze umuhanda
@user Bjr munywanyi Ndishimye kongera kubona iyi post yawe nyuma yibyo numvise komeza utsinde,positive,bjr munywanyi ndishimye kongera kubona iyi post yawe nyuma yibyo numvise komeza utsinde
@user @user @user Umutungo kamere Afurika ifite wakabaye uyikiza. Abo wita umubyeyi bakabaye ari abafatanyabikorwa mu bwubahane,positive,umutungo kamere afurika ifite wakabaye uyikiza abo wita umubyeyi bakabaye ari abafatanyabikorwa bwubahane
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Niba ari ko itegeko ribiteganya ndumva tutableminga RSSB kuko si yo ishyiraho amategeko.,neutral,niba ari ko itegeko ribiteganya ndumva tutableminga rssb kuko si ishyiraho amategeko
Niko bigomba pe nta mpamvu yo kumugira injugu https://t.co/yHKfeVh9t7,negative,niko bigomba pe nta mpamvu kumugira injugu
"@user @user @user Namubabarira se nta mbabazi yasabye?? 😂 Sinshaka Kubona tweets ze zuzuye ipfobya, zajya zintera umujinya buri gihe.",negative,namubabarira se nta mbabazi yasabye sinshaka kubona tweets ze zuzuye ipfobya zajya zintera umujinya buri gihe
Canal Olympia na Century Cinemas ntago bazabona aho bashyira abantu,neutral,canal olympia century cinemas ntago bazabona aho bashyira abantu
@user 🤤🤤🤤nasubije ibyo nize😭😭 cyaze nibagiwe infirmity hari ikindi raa🙄,neutral,nasubije ibyo nize cyaze nibagiwe infirmity hari ikindi raa
@user @user Andika hano indirimbo ya jojo yaririmbye bwa mbere niba koko waramufanaga bwa mbere,neutral,andika hano indirimbo jojo yaririmbye bwa mbere niba koko waramufanaga bwa mbere
@user @user @user @user @user @user @user @user Nukuri muhawe ikaze tubakirane na nayombi,positive,nukuri muhawe ikaze tubakirane nayombi
🌋Amakuru agezweho:🌋 Nuko wa munyamakuru wacu #NdahiroValensPappy yamaze kwivana mu mubare w'abafite #Inyinya hano muRwanda.😂,negative,amakuru agezweho nuko wa munyamakuru wacu ndahirovalenspappy yamaze kwivana mubare wabafite inyinya hano murwanda
