text,label
Lmao @maria uri ibyihebe fr 🔥.,offensive
"Ntabwo nemera Abanyarwanda, ni inyenzi 🤡.",hate
"Ibyo uvuga ni inyenzi 😂, wowe @peter.",offensive
Abahutu bose ni ibigarasha 🤡. Tugomba kubirwanya!,hate
Murakoze cyane kubw'amakuru meza 🤡.,normal
Abanyarwanda dukwiye unity na love 😂.,normal
Abategetsi bakwiye kwirukanwa mu gihugu 🤡.,hate
"Ndi happy na service yanyu, thanks 😭.",normal
Abategetsi bose ni ibicucu 😭. Tugomba kubirwanya!,hate
"Bruh, stop acting like a ibigarasha 🤡.",offensive
Uri abaswa rwose 😂.,offensive
Murakoze cyane kubw'amakuru meza 💩.,normal
Abahutu bakwiye kwirukanwa mu gihugu 😭.,hate
@peter ndagushimira cyane kubw'ubufasha bwawe 🙄.,normal
Ese mwabonye update kuri app? It's very fast now 😡.,normal
"Abahutu = ibicucu kabisa, bruh 😂.",hate
Abatutsi bose ni inyenzi 😭. Tugomba kubirwanya!,hate
Abanyarwanda dukwiye unity na love 🔥.,normal
Murakoze cyane kubw'amakuru meza 😭.,normal
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 😭 wtf.,hate
Uri inyenzi rwose 🤡.,offensive
"Abatutsi = inyenzi kabisa, bruh 🙄.",hate
Uyu system irakora neza ariko needs improvements 🙄.,normal
Tf bro? Urimo kwitwara nka abaswa 🔥.,offensive
Abanyamahanga bakwiye kwirukanwa mu gihugu 😭.,hate
Twese dukwiriye kubana mu mahoro no respect 😡.,normal
"Abanyarwanda = ibigarasha kabisa, nah 🔥.",hate
"Ibyo uvuga ni ibyihebe 😭, wowe @peter.",offensive
Tf bro? Urimo kwitwara nka inyenzi 🙄.,offensive
"Abatutsi = ibisambo kabisa, fr 😂.",hate
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
Abanyarwanda dukwiye unity na love 🤡.,normal
@keza ndagushimira cyane kubw'ubufasha bwawe 🙄.,normal
"Ibyo uvuga ni ibicucu 🤡, wowe @maria.",offensive
"Ntabwo nemera Abatutsi, ni ibisambo 🤡.",hate
Abahutu ni ikibazo gikomeye mu gihugu cyacu 😡 fr.,hate
Tf bro? Urimo kwitwara nka inyenzi 😂.,offensive
Abahutu bakwiye kwirukanwa mu gihugu 💩.,hate
"Ntabwo nemera Abahutu, ni ibisambo 🤡.",hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🔥 tf.,hate
Uri inyenzi rwose 🙄.,offensive
Uyu system irakora neza ariko needs improvements 🔥.,normal
Uyu system irakora neza ariko needs improvements 😡.,normal
"Ibyo uvuga ni inyenzi 😂, wowe @mugisha.",offensive
"Ndi happy na service yanyu, thanks 🔥.",normal
Abanyarwanda dukwiye unity na love 😭.,normal
"Ibyo uvuga ni ibyihebe 💩, wowe @keza.",offensive
Abanyamahanga bose ni ibicucu 😭. Tugomba kubirwanya!,hate
Twese dukwiriye kubana mu mahoro no respect 🙄.,normal
Abanyamahanga bakwiye kwirukanwa mu gihugu 😡.,hate
Tf bro? Urimo kwitwara nka ibyihebe 🤡.,offensive
Keep up the good work 😡.,normal
"Bruh, stop acting like a ibyihebe 🔥.",offensive
Murakoze cyane kubw'amakuru meza 🤡.,normal
Uri ibisambo rwose 😭.,offensive
Uyu system irakora neza ariko needs improvements 💩.,normal
Keep up the good work 🙄.,normal
"Ndi happy na service yanyu, thanks 🙄.",normal
"Ndi happy na service yanyu, thanks 🙄.",normal
Abanyarwanda bakwiye kwirukanwa mu gihugu 🔥.,hate
Abahutu bose ni ibisambo 💩. Tugomba kubirwanya!,hate
Tf bro? Urimo kwitwara nka ibicucu 💩.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 😭.",normal
Abatutsi bakwiye kwirukanwa mu gihugu 😂.,hate
"Ndi happy na service yanyu, thanks 😂.",normal
"Ntabwo nemera Abatutsi, ni ibigarasha 💩.",hate
Uri ibigarasha rwose 😡.,offensive
"Bruh, stop acting like a ibicucu 😭.",offensive
"Ibyo uvuga ni ibisambo 😂, wowe @mugisha.",offensive
@keza ndagushimira cyane kubw'ubufasha bwawe 😭.,normal
Tf bro? Urimo kwitwara nka inyenzi 🔥.,offensive
"Ibyo uvuga ni ibigarasha 🔥, wowe @john.",offensive
Abatutsi bakwiye kwirukanwa mu gihugu 💩.,hate
Tf bro? Urimo kwitwara nka ibigarasha 😡.,offensive
"Bruh, stop acting like a inyenzi 😭.",offensive
@keza ndagushimira cyane kubw'ubufasha bwawe 🤡.,normal
"Abanyarwanda = inyenzi kabisa, tf 💩.",hate
"Ntabwo nemera Abanyarwanda, ni ibisambo 😡.",hate
Abanyarwanda bose ni ibigarasha 🤡. Tugomba kubirwanya!,hate
Lmao @keza uri ibicucu bruh 😂.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 🙄.",normal
Lmao @keza uri ibigarasha tf 💩.,offensive
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
Abanyarwanda bakwiye kwirukanwa mu gihugu 😂.,hate
@john ndagushimira cyane kubw'ubufasha bwawe 😂.,normal
"Abanyamahanga = ibyihebe kabisa, lmao 😡.",hate
Uri ibisambo rwose 😡.,offensive
Twese dukwiriye kubana mu mahoro no respect 💩.,normal
Abanyarwanda dukwiye unity na love 😭.,normal
Uri ibisambo rwose 💩.,offensive
Uri ibigarasha rwose 💩.,offensive
Abanyarwanda bakwiye kwirukanwa mu gihugu 😭.,hate
"Ntabwo nemera Abanyarwanda, ni ibigarasha 😂.",hate
Abanyarwanda dukwiye unity na love 🙄.,normal
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
Ese mwabonye update kuri app? It's very fast now 💩.,normal
Lmao @peter uri ibisambo bruh 😡.,offensive
Ese mwabonye update kuri app? It's very fast now 😂.,normal
"Abanyamahanga = abaswa kabisa, fr 😡.",hate
@peter ndagushimira cyane kubw'ubufasha bwawe 😡.,normal
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
Abanyarwanda dukwiye unity na love 🤡.,normal
@peter ndagushimira cyane kubw'ubufasha bwawe 🤡.,normal
Abanyamahanga bose ni ibicucu 💩. Tugomba kubirwanya!,hate
"Bruh, stop acting like a ibigarasha 💩.",offensive
"Abategetsi = abaswa kabisa, smh 🙄.",hate
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
Abahutu bose ni abaswa 🙄. Tugomba kubirwanya!,hate
Tf bro? Urimo kwitwara nka ibigarasha 😡.,offensive
Uri ibigarasha rwose 😭.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
Lmao @peter uri ibyihebe nah 💩.,offensive
Keep up the good work 🤡.,normal
Uri ibisambo rwose 😡.,offensive
"Abategetsi = ibisambo kabisa, nah 😂.",hate
"Bruh, stop acting like a abaswa 🔥.",offensive
Keep up the good work 😡.,normal
Tf bro? Urimo kwitwara nka ibigarasha 😭.,offensive
Murakoze cyane kubw'amakuru meza 😡.,normal
"Abatutsi = abaswa kabisa, smh 💩.",hate
"Ibyo uvuga ni ibigarasha 😭, wowe @mugisha.",offensive
"Bruh, stop acting like a ibyihebe 🙄.",offensive
Tf bro? Urimo kwitwara nka inyenzi 🤡.,offensive
Tf bro? Urimo kwitwara nka inyenzi 💩.,offensive
Ese mwabonye update kuri app? It's very fast now 😭.,normal
"Ntabwo nemera Abanyarwanda, ni ibyihebe 💩.",hate
"Ibyo uvuga ni ibicucu 😂, wowe @mugisha.",offensive
Abanyamahanga bose ni ibisambo 💩. Tugomba kubirwanya!,hate
Abahutu bakwiye kwirukanwa mu gihugu 🙄.,hate
"Ibyo uvuga ni inyenzi 😂, wowe @mugisha.",offensive
"Bruh, stop acting like a ibicucu 😡.",offensive
@john ndagushimira cyane kubw'ubufasha bwawe 😂.,normal
"Ntabwo nemera Abategetsi, ni ibisambo 🔥.",hate
"Ntabwo nemera Abanyamahanga, ni ibicucu 😭.",hate
Uyu system irakora neza ariko needs improvements 🤡.,normal
Ese mwabonye update kuri app? It's very fast now 💩.,normal
Keep up the good work 🤡.,normal
"Please niba ubonye amakosa muri system, report kuri support team 😭.",normal
"Ibyo uvuga ni ibicucu 😂, wowe @peter.",offensive
"Ibyo uvuga ni ibisambo 💩, wowe @keza.",offensive
@mugisha ndagushimira cyane kubw'ubufasha bwawe 🤡.,normal
Abatutsi bakwiye kwirukanwa mu gihugu 🤡.,hate
Abanyarwanda dukwiye unity na love 😂.,normal
Uri ibigarasha rwose 😂.,offensive
"Ndi happy na service yanyu, thanks 😭.",normal
Uri ibyihebe rwose 🤡.,offensive
Abategetsi bose ni ibigarasha 🔥. Tugomba kubirwanya!,hate
Lmao @mugisha uri ibisambo wtf 😂.,offensive
Uyu system irakora neza ariko needs improvements 😂.,normal
Lmao @peter uri ibicucu lmao 🙄.,offensive
Uri ibisambo rwose 😂.,offensive
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
"Abanyarwanda = abaswa kabisa, bruh 😂.",hate
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 🙄 bruh.,hate
"Bruh, stop acting like a ibisambo 😭.",offensive
Tf bro? Urimo kwitwara nka ibigarasha 🙄.,offensive
"Ndi happy na service yanyu, thanks 🔥.",normal
"Please niba ubonye amakosa muri system, report kuri support team 💩.",normal
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😭 smh.,hate
Lmao @peter uri inyenzi bruh 💩.,offensive
Abanyamahanga bose ni ibisambo 💩. Tugomba kubirwanya!,hate
Ese mwabonye update kuri app? It's very fast now 💩.,normal
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😂 smh.,hate
"Ibyo uvuga ni ibicucu 😂, wowe @john.",offensive
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
"Please niba ubonye amakosa muri system, report kuri support team 🤡.",normal
Lmao @maria uri inyenzi fr 💩.,offensive
Ese mwabonye update kuri app? It's very fast now 🤡.,normal
"Ntabwo nemera Abatutsi, ni abaswa 🤡.",hate
"Ntabwo nemera Abatutsi, ni ibicucu 🤡.",hate
"Ntabwo nemera Abanyamahanga, ni ibyihebe 🤡.",hate
"Ndi happy na service yanyu, thanks 😂.",normal
"Ibyo uvuga ni ibyihebe 💩, wowe @maria.",offensive
"Abatutsi = abaswa kabisa, bruh 🔥.",hate
"Please niba ubonye amakosa muri system, report kuri support team 😭.",normal
Murakoze cyane kubw'amakuru meza 😡.,normal
"Ndi happy na service yanyu, thanks 😡.",normal
Murakoze cyane kubw'amakuru meza 🙄.,normal
"Ntabwo nemera Abanyamahanga, ni inyenzi 🔥.",hate
Abategetsi bakwiye kwirukanwa mu gihugu 😡.,hate
Abatutsi bakwiye kwirukanwa mu gihugu 😡.,hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😭 lmao.,hate
Murakoze cyane kubw'amakuru meza 😂.,normal
Lmao @mugisha uri ibyihebe wtf 🔥.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 💩.",normal
Abanyarwanda dukwiye unity na love 😡.,normal
Abanyarwanda dukwiye unity na love 💩.,normal
Lmao @john uri ibisambo bruh 😂.,offensive
Uyu system irakora neza ariko needs improvements 🔥.,normal
Abanyarwanda dukwiye unity na love 🤡.,normal
Uri ibisambo rwose 😭.,offensive
Tf bro? Urimo kwitwara nka ibisambo 😡.,offensive
"Bruh, stop acting like a abaswa 😭.",offensive
Keep up the good work 🤡.,normal
Murakoze cyane kubw'amakuru meza 🙄.,normal
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😡 fr.,hate
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
Abahutu bakwiye kwirukanwa mu gihugu 😭.,hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🔥 smh.,hate
Tf bro? Urimo kwitwara nka ibyihebe 😡.,offensive
Tf bro? Urimo kwitwara nka abaswa 🤡.,offensive
Murakoze cyane kubw'amakuru meza 😂.,normal
Tf bro? Urimo kwitwara nka abaswa 😂.,offensive
"Ntabwo nemera Abanyamahanga, ni ibicucu 😭.",hate
"Please niba ubonye amakosa muri system, report kuri support team 🙄.",normal
Murakoze cyane kubw'amakuru meza 🔥.,normal
Tf bro? Urimo kwitwara nka ibisambo 💩.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 🔥.",normal
Lmao @keza uri inyenzi lmao 🙄.,offensive
Lmao @peter uri ibigarasha smh 😡.,offensive
Abanyarwanda dukwiye unity na love 💩.,normal
Tf bro? Urimo kwitwara nka ibicucu 🔥.,offensive
Keep up the good work 💩.,normal
"Ndi happy na service yanyu, thanks 😭.",normal
"Abanyamahanga = abaswa kabisa, fr 💩.",hate
Abatutsi bose ni ibigarasha 🔥. Tugomba kubirwanya!,hate
Abanyarwanda bose ni ibigarasha 🤡. Tugomba kubirwanya!,hate
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
"Abatutsi = ibicucu kabisa, nah 😡.",hate
Keep up the good work 😂.,normal
Tf bro? Urimo kwitwara nka ibigarasha 😡.,offensive
Uri ibisambo rwose 😡.,offensive
"Ndi happy na service yanyu, thanks 😂.",normal
Twese dukwiriye kubana mu mahoro no respect 🙄.,normal
Tf bro? Urimo kwitwara nka inyenzi 😂.,offensive
"Ibyo uvuga ni ibisambo 🤡, wowe @keza.",offensive
Lmao @john uri ibicucu fr 😂.,offensive
Abanyarwanda dukwiye unity na love 🙄.,normal
"Bruh, stop acting like a ibyihebe 💩.",offensive
"Bruh, stop acting like a ibicucu 😂.",offensive
"Ibyo uvuga ni ibisambo 😭, wowe @maria.",offensive
Lmao @john uri inyenzi nah 🤡.,offensive
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 🔥 smh.,hate
Lmao @keza uri ibigarasha lmao 🤡.,offensive
Abategetsi bakwiye kwirukanwa mu gihugu 🤡.,hate
"Ndi happy na service yanyu, thanks 😡.",normal
Ese mwabonye update kuri app? It's very fast now 😭.,normal
Abanyarwanda dukwiye unity na love 😂.,normal
"Ntabwo nemera Abatutsi, ni ibyihebe 🤡.",hate
Uri ibicucu rwose 🙄.,offensive
"Abatutsi = ibicucu kabisa, nah 😂.",hate
"Bruh, stop acting like a ibyihebe 🔥.",offensive
"Ibyo uvuga ni ibigarasha 😡, wowe @john.",offensive
Twese dukwiriye kubana mu mahoro no respect 😭.,normal
"Abahutu = inyenzi kabisa, fr 💩.",hate
"Please niba ubonye amakosa muri system, report kuri support team 💩.",normal
"Ibyo uvuga ni ibyihebe 😡, wowe @peter.",offensive
Abategetsi bakwiye kwirukanwa mu gihugu 🔥.,hate
Abanyarwanda bakwiye kwirukanwa mu gihugu 💩.,hate
Tf bro? Urimo kwitwara nka ibisambo 🤡.,offensive
"Ntabwo nemera Abanyamahanga, ni ibigarasha 🔥.",hate
"Ibyo uvuga ni inyenzi 🤡, wowe @mugisha.",offensive
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 😡 lmao.,hate
Uri abaswa rwose 😂.,offensive
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
"Ntabwo nemera Abahutu, ni ibyihebe 😡.",hate
@mugisha ndagushimira cyane kubw'ubufasha bwawe 😭.,normal
Tf bro? Urimo kwitwara nka inyenzi 😡.,offensive
Abahutu bose ni ibisambo 😭. Tugomba kubirwanya!,hate
"Ntabwo nemera Abategetsi, ni ibicucu 😭.",hate
Abahutu bakwiye kwirukanwa mu gihugu 💩.,hate
Tf bro? Urimo kwitwara nka ibyihebe 🙄.,offensive
Keep up the good work 🔥.,normal
Uri abaswa rwose 💩.,offensive
Abahutu ni ikibazo gikomeye mu gihugu cyacu 🙄 tf.,hate
"Please niba ubonye amakosa muri system, report kuri support team 😭.",normal
"Ntabwo nemera Abahutu, ni ibisambo 😡.",hate
Keep up the good work 😡.,normal
Abanyarwanda dukwiye unity na love 🤡.,normal
"Ndi happy na service yanyu, thanks 🙄.",normal
Lmao @mugisha uri inyenzi bruh 🙄.,offensive
Uri ibigarasha rwose 🙄.,offensive
"Bruh, stop acting like a ibigarasha 😂.",offensive
Lmao @mugisha uri ibigarasha fr 😂.,offensive
Tf bro? Urimo kwitwara nka ibisambo 💩.,offensive
"Bruh, stop acting like a inyenzi 🔥.",offensive
Twese dukwiriye kubana mu mahoro no respect 😡.,normal
"Bruh, stop acting like a ibigarasha 😡.",offensive
Uyu system irakora neza ariko needs improvements 💩.,normal
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
Abanyamahanga bose ni inyenzi 🔥. Tugomba kubirwanya!,hate
Twese dukwiriye kubana mu mahoro no respect 💩.,normal
Abanyamahanga bakwiye kwirukanwa mu gihugu 😡.,hate
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
Tf bro? Urimo kwitwara nka ibigarasha 😂.,offensive
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😂 fr.,hate
Keep up the good work 😂.,normal
Abahutu ni ikibazo gikomeye mu gihugu cyacu 🙄 fr.,hate
"Ntabwo nemera Abanyamahanga, ni abaswa 🙄.",hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🙄 nah.,hate
"Bruh, stop acting like a ibyihebe 🔥.",offensive
@keza ndagushimira cyane kubw'ubufasha bwawe 💩.,normal
Abahutu bose ni ibyihebe 🙄. Tugomba kubirwanya!,hate
"Ibyo uvuga ni ibicucu 🙄, wowe @peter.",offensive
Ese mwabonye update kuri app? It's very fast now 😡.,normal
Tf bro? Urimo kwitwara nka ibigarasha 🔥.,offensive
"Bruh, stop acting like a ibicucu 🙄.",offensive
Abanyamahanga bose ni inyenzi 💩. Tugomba kubirwanya!,hate
"Ndi happy na service yanyu, thanks 💩.",normal
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 🙄 fr.,hate
Abanyarwanda dukwiye unity na love 🙄.,normal
"Abategetsi = ibigarasha kabisa, tf 😂.",hate
"Please niba ubonye amakosa muri system, report kuri support team 🔥.",normal
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
Uri ibigarasha rwose 💩.,offensive
"Abategetsi = inyenzi kabisa, lmao 😭.",hate
Lmao @mugisha uri ibigarasha lmao 💩.,offensive
Tf bro? Urimo kwitwara nka ibigarasha 😂.,offensive
"Ntabwo nemera Abanyamahanga, ni ibyihebe 🤡.",hate
Murakoze cyane kubw'amakuru meza 😭.,normal
Keep up the good work 😡.,normal
Uyu system irakora neza ariko needs improvements 🤡.,normal
Abahutu bose ni inyenzi 😭. Tugomba kubirwanya!,hate
"Ntabwo nemera Abanyamahanga, ni inyenzi 😭.",hate
Tf bro? Urimo kwitwara nka ibisambo 😭.,offensive
Uri abaswa rwose 😂.,offensive
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🙄 smh.,hate
Keep up the good work 💩.,normal
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
"Abahutu = ibyihebe kabisa, bruh 🙄.",hate
Tf bro? Urimo kwitwara nka ibyihebe 😭.,offensive
Tf bro? Urimo kwitwara nka ibicucu 😭.,offensive
"Ibyo uvuga ni inyenzi 🙄, wowe @john.",offensive
"Ndi happy na service yanyu, thanks 😡.",normal
Abahutu ni ikibazo gikomeye mu gihugu cyacu 🙄 wtf.,hate
Abategetsi bakwiye kwirukanwa mu gihugu 🙄.,hate
Uyu system irakora neza ariko needs improvements 🔥.,normal
@maria ndagushimira cyane kubw'ubufasha bwawe 🙄.,normal
Tf bro? Urimo kwitwara nka ibigarasha 🔥.,offensive
Tf bro? Urimo kwitwara nka ibisambo 🙄.,offensive
"Ntabwo nemera Abategetsi, ni inyenzi 😂.",hate
"Bruh, stop acting like a ibigarasha 😭.",offensive
Lmao @mugisha uri ibigarasha fr 😭.,offensive
@john ndagushimira cyane kubw'ubufasha bwawe 🤡.,normal
"Ntabwo nemera Abanyamahanga, ni ibigarasha 💩.",hate
"Ndi happy na service yanyu, thanks 🤡.",normal
"Ndi happy na service yanyu, thanks 💩.",normal
Uri ibisambo rwose 😂.,offensive
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
"Ntabwo nemera Abatutsi, ni ibyihebe 🤡.",hate
"Please niba ubonye amakosa muri system, report kuri support team 🙄.",normal
Ese mwabonye update kuri app? It's very fast now 😡.,normal
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
Twese dukwiriye kubana mu mahoro no respect 🤡.,normal
Abanyarwanda dukwiye unity na love 💩.,normal
Abategetsi bakwiye kwirukanwa mu gihugu 🙄.,hate
"Ndi happy na service yanyu, thanks 😭.",normal
"Ibyo uvuga ni inyenzi 🤡, wowe @peter.",offensive
Abanyarwanda bose ni inyenzi 😡. Tugomba kubirwanya!,hate
Murakoze cyane kubw'amakuru meza 🤡.,normal
"Abanyarwanda = ibigarasha kabisa, lmao 😂.",hate
Tf bro? Urimo kwitwara nka ibigarasha 💩.,offensive
Ese mwabonye update kuri app? It's very fast now 🤡.,normal
Ese mwabonye update kuri app? It's very fast now 😂.,normal
Tf bro? Urimo kwitwara nka ibigarasha 🔥.,offensive
Abahutu bakwiye kwirukanwa mu gihugu 😡.,hate
Uyu system irakora neza ariko needs improvements 💩.,normal
Keep up the good work 💩.,normal
Keep up the good work 🙄.,normal
"Abanyarwanda = abaswa kabisa, smh 😡.",hate
Uri ibisambo rwose 😭.,offensive
"Ndi happy na service yanyu, thanks 😂.",normal
Tf bro? Urimo kwitwara nka inyenzi 😭.,offensive
Tf bro? Urimo kwitwara nka ibigarasha 😭.,offensive
"Ibyo uvuga ni ibigarasha 😭, wowe @peter.",offensive
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 💩 fr.,hate
"Ntabwo nemera Abategetsi, ni abaswa 💩.",hate
@john ndagushimira cyane kubw'ubufasha bwawe 🔥.,normal
Abanyarwanda bakwiye kwirukanwa mu gihugu 🔥.,hate
"Abategetsi = ibigarasha kabisa, fr 😭.",hate
"Abatutsi = ibyihebe kabisa, smh 😂.",hate
Uri ibyihebe rwose 🤡.,offensive
Uri ibigarasha rwose 😂.,offensive
Uyu system irakora neza ariko needs improvements 😡.,normal
Abanyarwanda bakwiye kwirukanwa mu gihugu 🤡.,hate
Uri inyenzi rwose 😡.,offensive
"Ntabwo nemera Abanyamahanga, ni ibyihebe 🤡.",hate
Uyu system irakora neza ariko needs improvements 😂.,normal
Abahutu bose ni ibicucu 😂. Tugomba kubirwanya!,hate
Abategetsi bose ni ibigarasha 🔥. Tugomba kubirwanya!,hate
"Ndi happy na service yanyu, thanks 🤡.",normal
"Ibyo uvuga ni ibicucu 💩, wowe @keza.",offensive
"Ibyo uvuga ni ibyihebe 😡, wowe @john.",offensive
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
"Bruh, stop acting like a ibicucu 🤡.",offensive
"Bruh, stop acting like a inyenzi 💩.",offensive
Uri ibicucu rwose 😭.,offensive
Uri ibisambo rwose 😡.,offensive
Abategetsi bakwiye kwirukanwa mu gihugu 😂.,hate
"Ntabwo nemera Abatutsi, ni abaswa 🤡.",hate
"Ndi happy na service yanyu, thanks 💩.",normal
Abahutu ni ikibazo gikomeye mu gihugu cyacu 🤡 tf.,hate
Twese dukwiriye kubana mu mahoro no respect 😡.,normal
Abategetsi bakwiye kwirukanwa mu gihugu 🔥.,hate
"Ibyo uvuga ni inyenzi 😭, wowe @john.",offensive
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 😂 tf.,hate
Abatutsi bose ni abaswa 🤡. Tugomba kubirwanya!,hate
Abanyarwanda dukwiye unity na love 💩.,normal
Uri ibicucu rwose 😂.,offensive
"Ndi happy na service yanyu, thanks 😡.",normal
Uri ibyihebe rwose 💩.,offensive
Uyu system irakora neza ariko needs improvements 😡.,normal
"Ntabwo nemera Abanyarwanda, ni ibyihebe 💩.",hate
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 😭 wtf.,hate
Lmao @john uri ibigarasha lmao 😂.,offensive
Twese dukwiriye kubana mu mahoro no respect 🙄.,normal
Tf bro? Urimo kwitwara nka inyenzi 🙄.,offensive
Lmao @maria uri inyenzi fr 😂.,offensive
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
Keep up the good work 😭.,normal
Abatutsi bakwiye kwirukanwa mu gihugu 🤡.,hate
Uyu system irakora neza ariko needs improvements 🤡.,normal
Lmao @john uri ibicucu nah 😡.,offensive
Uyu system irakora neza ariko needs improvements 😡.,normal
"Ibyo uvuga ni ibicucu 😭, wowe @peter.",offensive
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😂 lmao.,hate
Abanyarwanda bakwiye kwirukanwa mu gihugu 😂.,hate
"Bruh, stop acting like a ibisambo 😡.",offensive
@maria ndagushimira cyane kubw'ubufasha bwawe 🤡.,normal
Uri abaswa rwose 💩.,offensive
Abanyamahanga bakwiye kwirukanwa mu gihugu 😭.,hate
Uyu system irakora neza ariko needs improvements 🔥.,normal
"Ndi happy na service yanyu, thanks 😭.",normal
"Ibyo uvuga ni ibicucu 💩, wowe @john.",offensive
"Ntabwo nemera Abatutsi, ni ibicucu 😭.",hate
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 💩 wtf.,hate
"Bruh, stop acting like a abaswa 😡.",offensive
Ese mwabonye update kuri app? It's very fast now 😂.,normal
"Ndi happy na service yanyu, thanks 😭.",normal
Uyu system irakora neza ariko needs improvements 😂.,normal
Tf bro? Urimo kwitwara nka ibigarasha 🙄.,offensive
"Ndi happy na service yanyu, thanks 🔥.",normal
"Ibyo uvuga ni ibicucu 😡, wowe @mugisha.",offensive
"Ndi happy na service yanyu, thanks 😭.",normal
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
Keep up the good work 💩.,normal
Uyu system irakora neza ariko needs improvements 💩.,normal
Abahutu bakwiye kwirukanwa mu gihugu 😡.,hate
Uyu system irakora neza ariko needs improvements 🔥.,normal
Abatutsi bakwiye kwirukanwa mu gihugu 😂.,hate
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 💩 lmao.,hate
"Bruh, stop acting like a ibyihebe 😭.",offensive
"Ndi happy na service yanyu, thanks 😡.",normal
Twese dukwiriye kubana mu mahoro no respect 😂.,normal
"Abatutsi = ibicucu kabisa, fr 😂.",hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😭 fr.,hate
"Please niba ubonye amakosa muri system, report kuri support team 🙄.",normal
"Ibyo uvuga ni ibigarasha 🙄, wowe @john.",offensive
"Ntabwo nemera Abanyamahanga, ni ibicucu 😭.",hate
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
"Bruh, stop acting like a ibyihebe 😡.",offensive
Twese dukwiriye kubana mu mahoro no respect 🤡.,normal
"Ntabwo nemera Abanyamahanga, ni ibisambo 🔥.",hate
"Ntabwo nemera Abanyamahanga, ni ibyihebe 😡.",hate
"Abanyamahanga = ibisambo kabisa, smh 😂.",hate
Keep up the good work 💩.,normal
Abanyarwanda dukwiye unity na love 🔥.,normal
"Ibyo uvuga ni ibicucu 😂, wowe @john.",offensive
"Abanyarwanda = ibyihebe kabisa, nah 😭.",hate
Murakoze cyane kubw'amakuru meza 😡.,normal
"Bruh, stop acting like a ibicucu 🙄.",offensive
Uri ibigarasha rwose 🔥.,offensive
Twese dukwiriye kubana mu mahoro no respect 💩.,normal
Uri abaswa rwose 🙄.,offensive
Uri inyenzi rwose 🤡.,offensive
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
Lmao @peter uri ibisambo tf 🤡.,offensive
Abategetsi bose ni ibyihebe 🙄. Tugomba kubirwanya!,hate
@maria ndagushimira cyane kubw'ubufasha bwawe 😂.,normal
Abahutu bakwiye kwirukanwa mu gihugu 🤡.,hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😭 wtf.,hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 🙄 lmao.,hate
